Seq,AOU,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Genus,Species
742,1980,Reddish Egret,Aigrette rouss?tre,Egretta rufescens,Pelecaniformes,Ardeidae,Egretta,rufescens
745,2001,Cattle Egret,H?ron garde-boeufs,Bubulcus ibis,Pelecaniformes,Ardeidae,Bubulcus,ibis
751,2010,Green Heron,H?ron vert,Butorides virescens,Pelecaniformes,Ardeidae,Butorides,virescens
754,10141,Striated Heron,H?ron stri?,Butorides striata,Pelecaniformes,Ardeidae,Butorides,striata
757,10150,Agami Heron,H?ron agami,Agamia agami,Pelecaniformes,Ardeidae,Agamia,agami
760,2020,Black-crowned Night-Heron,Bihoreau gris,Nycticorax nycticorax,Pelecaniformes,Ardeidae,Nycticorax,nycticorax
763,2030,Yellow-crowned Night-Heron,Bihoreau violac?,Nyctanassa violacea,Pelecaniformes,Ardeidae,Nyctanassa,violacea
766,2035,unid Black-crowned / Yellow-crowned Night-Heron,unid Bihoreau gris / Bihoreau violac?,Nycticorax / Nyctanassa nycticorax / violacea,Pelecaniformes,Ardeidae,Nycticorax / Nyctanassa,nycticorax / violacea
769,10170,Boat-billed Heron,Savacou hupp?,Cochlearius cochlearius,Pelecaniformes,Ardeidae,Cochlearius,cochlearius
772,1945,unid. Heron / Egret,unid h?ron / aigrette sp.,"""Ardeid"" sp.",Pelecaniformes,Ardeidae,"""Ardeid""",sp.
775,1840,White Ibis,Ibis blanc,Eudocimus albus,Pelecaniformes,Threskiornithidae,Eudocimus,albus
778,1850,Scarlet Ibis,Ibis rouge,Eudocimus ruber,Pelecaniformes,Threskiornithidae,Eudocimus,ruber
781,1860,Glossy Ibis,Ibis falcinelle,Plegadis falcinellus,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus
784,1870,White-faced Ibis,Ibis ? face blanche,Plegadis chihi,Pelecaniformes,Threskiornithidae,Plegadis,chihi
787,1861,unid. Glossy Ibis / White-faced Ibis,unid Ibis falcinelle / Ibis ? face blanche,Plegadis falcinellus / chihi,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus / chihi
790,1830,Roseate Spoonbill,Spatule ros?e,Platalea ajaja,Pelecaniformes,Threskiornithidae,Platalea,ajaja
793,3260,Black Vulture,Urubu noir,Coragyps atratus,Accipitriformes,Cathartidae,Coragyps,atratus
796,3250,Turkey Vulture,Urubu ? t?te rouge,Cathartes aura,Accipitriformes,Cathartidae,Cathartes,aura
799,10230,Lesser Yellow-headed Vulture,Urubu ? t?te jaune,Cathartes burrovianus,Accipitriformes,Cathartidae,Cathartes,burrovianus
802,3255,unid. Vulture,unid Urubu sp.,"""Cathartid"" sp.",Accipitriformes,Cathartidae,"""Cathartid""",sp.
805,3240,California Condor,Condor de Californie,Gymnogyps californianus,Accipitriformes,Cathartidae,Gymnogyps,californianus
808,3261,King Vulture,Sarcoramphe roi,Sarcoramphus papa,Accipitriformes,Cathartidae,Sarcoramphus,papa
811,3640,Osprey,Balbuzard p?cheur,Pandion haliaetus,Accipitriformes,Pandionidae,Pandion,haliaetus
814,10240,Gray-headed Kite,Milan de Cayenne,Leptodon cayanensis,Accipitriformes,Accipitridae,Leptodon,cayanensis
817,3271,Hook-billed Kite,Milan bec-en-croc,Chondrohierax uncinatus,Accipitriformes,Accipitridae,Chondrohierax,uncinatus
820,3270,Swallow-tailed Kite,Milan ? queue fourchue,Elanoides forficatus,Accipitriformes,Accipitridae,Elanoides,forficatus
823,3280,White-tailed Kite,?lanion ? queue blanche,Elanus leucurus,Accipitriformes,Accipitridae,Elanus,leucurus
826,3300,Snail Kite,Milan des marais,Rostrhamus sociabilis,Accipitriformes,Accipitridae,Rostrhamus,sociabilis
829,10270,Double-toothed Kite,Milan bident?,Harpagus bidentatus,Accipitriformes,Accipitridae,Harpagus,bidentatus
832,3290,Mississippi Kite,Milan du Mississippi,Ictinia mississippiensis,Accipitriformes,Accipitridae,Ictinia,mississippiensis
835,10280,Plumbeous Kite,Milan bleu?tre,Ictinia plumbea,Accipitriformes,Accipitridae,Ictinia,plumbea
841,3520,Bald Eagle,Pygargue ? t?te blanche,Haliaeetus leucocephalus,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus
844,3510,White-tailed Eagle,Pygargue ? queue blanche,Haliaeetus albicilla,Accipitriformes,Accipitridae,Haliaeetus,albicilla
847,3521,Steller's Sea-Eagle,Pygargue empereur,Haliaeetus pelagicus,Accipitriformes,Accipitridae,Haliaeetus,pelagicus
850,10400,Black-collared Hawk,Busarelle ? t?te blanche,Busarellus nigricollis,Accipitriformes,Accipitridae,Busarellus,nigricollis
853,3310,Northern Harrier,Busard Saint-Martin,Circus cyaneus,Accipitriformes,Accipitridae,Circus,cyaneus
859,3320,Sharp-shinned Hawk,?pervier brun,Accipiter striatus,Accipitriformes,Accipitridae,Accipiter,striatus
862,3330,Cooper's Hawk,?pervier de Cooper,Accipiter cooperii,Accipitriformes,Accipitridae,Accipiter,cooperii
865,10300,Bicolored Hawk,?pervier bicolore,Accipiter bicolor,Accipitriformes,Accipitridae,Accipiter,bicolor
868,3340,Northern Goshawk,Autour des palombes,Accipiter gentilis,Accipitriformes,Accipitridae,Accipiter,gentilis
871,3333,unid. Accipiter Hawk,unid ?pervier sp.,Accipiter sp.,Accipitriformes,Accipitridae,Accipiter,sp.
874,10320,Crane Hawk,Buse ?chasse,Geranospiza caerulescens,Accipitriformes,Accipitridae,Geranospiza,caerulescens
877,10360,White Hawk,Buse blanche,Leucopternis albicollis,Accipitriformes,Accipitridae,Leucopternis,albicollis
880,3450,Common Black-Hawk,Buse noire,Buteogallus anthracinus,Accipitriformes,Accipitridae,Buteogallus,anthracinus
883,10380,Great Black-Hawk,Buse urubu,Buteogallus urubitinga,Accipitriformes,Accipitridae,Buteogallus,urubitinga
886,3350,Harris's Hawk,Buse de Harris,Parabuteo unicinctus,Accipitriformes,Accipitridae,Parabuteo,unicinctus
889,10410,Solitary Eagle,Buse solitaire,Harpyhaliaetus solitarius,Accipitriformes,Accipitridae,Harpyhaliaetus,solitarius
892,3431,Roadside Hawk,Buse ? gros bec,Buteo magnirostris,Accipitriformes,Accipitridae,Buteo,magnirostris
895,3390,Red-shouldered Hawk,Buse ? ?paulettes,Buteo lineatus,Accipitriformes,Accipitridae,Buteo,lineatus
901,3430,Broad-winged Hawk,Petite Buse,Buteo platypterus,Accipitriformes,Accipitridae,Buteo,platypterus
904,3460,Gray Hawk,Buse cendr?e,Buteo nitidus,Accipitriformes,Accipitridae,Buteo,nitidus
907,3440,Short-tailed Hawk,Buse ? queue courte,Buteo brachyurus,Accipitriformes,Accipitridae,Buteo,brachyurus
910,3420,Swainson's Hawk,Buse de Swainson,Buteo swainsoni,Accipitriformes,Accipitridae,Buteo,swainsoni
913,3410,White-tailed Hawk,Buse ? queue blanche,Buteo albicaudatus,Accipitriformes,Accipitridae,Buteo,albicaudatus
916,3400,Zone-tailed Hawk,Buse ? queue barr?e,Buteo albonotatus,Accipitriformes,Accipitridae,Buteo,albonotatus
922,3370,Red-tailed Hawk,Buse ? queue rousse,Buteo jamaicensis,Accipitriformes,Accipitridae,Buteo,jamaicensis
925,3380,(Harlan's Hawk) Red-tailed Hawk,Buse ? queue rousse (groupe harlani),Buteo jamaicensis harlani,Accipitriformes,Accipitridae,Buteo,jamaicensis harlani
928,3480,Ferruginous Hawk,Buse rouilleuse,Buteo regalis,Accipitriformes,Accipitridae,Buteo,regalis
931,3470,Rough-legged Hawk,Buse pattue,Buteo lagopus,Accipitriformes,Accipitridae,Buteo,lagopus
934,3451,unid. Buteo Hawk,unid Buse sp.,Buteo sp.,Accipitriformes,Accipitridae,Buteo,sp.
937,10430,Crested Eagle,Harpie hupp?e,Morphnus guianensis,Accipitriformes,Accipitridae,Morphnus,guianensis
940,3500,Harpy Eagle,Harpie f?roce,Harpia harpyja,Accipitriformes,Accipitridae,Harpia,harpyja
943,3490,Golden Eagle,Aigle royal,Aquila chrysaetos,Accipitriformes,Accipitridae,Aquila,chrysaetos
946,10450,Black Hawk-Eagle,Aigle tyran,Spizaetus tyrannus,Accipitriformes,Accipitridae,Spizaetus,tyrannus
949,10460,Ornate Hawk-Eagle,Aigle orn?,Spizaetus ornatus,Accipitriformes,Accipitridae,Spizaetus,ornatus
952,10440,Black-and-white Hawk-Eagle,Aigle noir et blanc,Spizaetus melanoleucus,Accipitriformes,Accipitridae,Spizaetus,melanoleucus
955,10500,Barred Forest-Falcon,Carnifex barr?,Micrastur ruficollis,Falconiformes,Falconidae,Micrastur,ruficollis
958,10520,Collared Forest-Falcon,Carnifex ? collier,Micrastur semitorquatus,Falconiformes,Falconidae,Micrastur,semitorquatus
961,10470,Red-throated Caracara,Caracara ? gorge rouge,Ibycter americanus,Falconiformes,Falconidae,Ibycter,americanus
964,3620,Crested Caracara,Caracara du Nord,Caracara cheriway,Falconiformes,Falconidae,Caracara,cheriway
967,10490,Laughing Falcon,Macagua rieur,Herpetotheres cachinnans,Falconiformes,Falconidae,Herpetotheres,cachinnans
970,3591,Eurasian Kestrel,Faucon cr?cerelle,Falco tinnunculus,Falconiformes,Falconidae,Falco,tinnunculus
973,3600,American Kestrel,Cr?cerelle d'Am?rique,Falco sparverius,Falconiformes,Falconidae,Falco,sparverius
979,3570,Merlin,Faucon ?merillon,Falco columbarius,Falconiformes,Falconidae,Falco,columbarius
982,3561,Eurasian Hobby,Faucon hobereau,Falco subbuteo,Falconiformes,Falconidae,Falco,subbuteo
985,3590,Aplomado Falcon,Faucon aplomado,Falco femoralis,Falconiformes,Falconidae,Falco,femoralis
988,10530,Bat Falcon,Faucon des chauves-souris,Falco rufigularis,Falconiformes,Falconidae,Falco,rufigularis
991,10540,Orange-breasted Falcon,Faucon orang?,Falco deiroleucus,Falconiformes,Falconidae,Falco,deiroleucus
994,3540,Gyrfalcon,Faucon gerfaut,Falco rusticolus,Falconiformes,Falconidae,Falco,rusticolus
997,3560,Peregrine Falcon,Faucon p?lerin,Falco peregrinus,Falconiformes,Falconidae,Falco,peregrinus
1000,3550,Prairie Falcon,Faucon des prairies,Falco mexicanus,Falconiformes,Falconidae,Falco,mexicanus
1003,10900,Sunbittern,Caurale soleil,Eurypyga helias,Eurypygiformes,Eurypygidae,Eurypyga,helias
1006,2150,Yellow Rail,R?le jaune,Coturnicops noveboracensis,Gruiformes,Rallidae,Coturnicops,noveboracensis
1009,10800,Ruddy Crake,R?le roux,Laterallus ruber,Gruiformes,Rallidae,Laterallus,ruber
1012,10820,Gray-breasted Crake,R?le gr?le,Laterallus exilis,Gruiformes,Rallidae,Laterallus,exilis
1015,2160,Black Rail,R?le noir,Laterallus jamaicensis,Gruiformes,Rallidae,Laterallus,jamaicensis
1018,2170,Corn Crake,R?le des gen?ts,Crex crex,Gruiformes,Rallidae,Crex,crex
1021,2110,Clapper Rail,R?le gris,Rallus longirostris,Gruiformes,Rallidae,Rallus,longirostris
1024,2080,King Rail,R?le ?l?gant,Rallus elegans,Gruiformes,Rallidae,Rallus,elegans
1027,2090,unid. Clapper / King Rail,unid R?le ?l?gant / R?le Gris,Rallus elegans /longirostris,Gruiformes,Rallidae,Rallus,elegans /longirostris
1030,2120,Virginia Rail,R?le de Virginie,Rallus limicola,Gruiformes,Rallidae,Rallus,limicola
1033,10840,Rufous-necked Wood-Rail,R?le ? cou roux,Aramides axillaris,Gruiformes,Rallidae,Aramides,axillaris
1036,10830,Gray-necked Wood-Rail,R?le de Cayenne,Aramides cajanea,Gruiformes,Rallidae,Aramides,cajanea
1039,10850,Uniform Crake,R?le concolore,Amaurolimnas concolor,Gruiformes,Rallidae,Amaurolimnas,concolor
1042,2140,Sora,Marouette de Caroline,Porzana carolina,Gruiformes,Rallidae,Porzana,carolina
1045,10860,Yellow-breasted Crake,Marouette ? sourcils blancs,Porzana flaviventer,Gruiformes,Rallidae,Porzana,flaviventer
1048,2171,Paint-billed Crake,R?le ? bec peint,Neocrex erythrops,Gruiformes,Rallidae,Neocrex,erythrops
1051,2122,Spotted Rail,R?le tachet?,Pardirallus maculatus,Gruiformes,Rallidae,Pardirallus,maculatus
1054,2180,Purple Gallinule,Tal?ve violac?e,Porphyrio martinica,Gruiformes,Rallidae,Porphyrio,martinica
1057,21930,Purple Swamphen,NULL,Porphyrio porphyrio,Gruiformes,Rallidae,Porphyrio,porphyrio
1060,2190,Common Gallinule,Gallinule poule-d'eau,Gallinula galeata,Gruiformes,Rallidae,Gallinula,galeata
1063,2200,Eurasian Coot,Foulque macroule,Fulica atra,Gruiformes,Rallidae,Fulica,atra
1069,2210,American Coot,Foulque d'Am?rique,Fulica americana,Gruiformes,Rallidae,Fulica,americana
1072,2211,Caribbean Coot,Foulque ? cachet blanc,Fulica caribaea,Gruiformes,Rallidae,Fulica,caribaea
1075,10890,Sungrebe,Gr?bifoulque d'Am?rique,Heliornis fulica,Gruiformes,Heliornithidae,Heliornis,fulica
1078,2070,Limpkin,Courlan brun,Aramus guarauna,Gruiformes,Aramidae,Aramus,guarauna
1081,2060,Sandhill Crane,Grue du Canada,Grus canadensis,Gruiformes,Gruidae,Grus,canadensis
1084,2061,Common Crane,Grue cendr?e,Grus grus,Gruiformes,Gruidae,Grus,grus
1087,2040,Whooping Crane,Grue blanche,Grus americana,Gruiformes,Gruidae,Grus,americana
1090,2692,Double-striped Thick-knee,Oedicn?me bistri?,Burhinus bistriatus,Charadriiformes,Burhinidae,Burhinus,bistriatus
1093,2690,Northern Lapwing,Vanneau hupp?,Vanellus vanellus,Charadriiformes,Charadriidae,Vanellus,vanellus
1096,10910,Southern Lapwing,Vanneau t?ro,Vanellus chilensis,Charadriiformes,Charadriidae,Vanellus,chilensis
1099,2700,Black-bellied Plover,Pluvier argent?,Pluvialis squatarola,Charadriiformes,Charadriidae,Pluvialis,squatarola
1105,2720,American Golden-Plover,Pluvier bronz?,Pluvialis dominica,Charadriiformes,Charadriidae,Pluvialis,dominica
1108,2721,Pacific Golden-Plover,Pluvier fauve,Pluvialis fulva,Charadriiformes,Charadriidae,Pluvialis,fulva
1111,2722,unid. Golden-Plover,unid Pluvier bronz? / Pluvier fauve,Pluvialis apricaria / dominica / fulva,Charadriiformes,Charadriidae,Pluvialis,apricaria / dominica / fulva
1114,2790,Lesser Sand-Plover,Pluvier de Mongolie,Charadrius mongolus,Charadriiformes,Charadriidae,Charadrius,mongolus
1120,10920,Collared Plover,Pluvier d'Azara,Charadrius collaris,Charadriiformes,Charadriidae,Charadrius,collaris
1123,2780,Snowy Plover,Pluvier ? collier interrompu,Charadrius nivosus,Charadriiformes,Charadriidae,Charadrius,nivosus
1126,2800,Wilson's Plover,Pluvier de Wilson,Charadrius wilsonia,Charadriiformes,Charadriidae,Charadrius,wilsonia
1129,2750,Common Ringed Plover,Pluvier grand-gravelot,Charadrius hiaticula,Charadriiformes,Charadriidae,Charadrius,hiaticula
1132,2740,Semipalmated Plover,Pluvier semipalm?,Charadrius semipalmatus,Charadriiformes,Charadriidae,Charadrius,semipalmatus
1135,2770,Piping Plover,Pluvier siffleur,Charadrius melodus,Charadriiformes,Charadriidae,Charadrius,melodus
1141,2730,Killdeer,Pluvier kildir,Charadrius vociferus,Charadriiformes,Charadriidae,Charadrius,vociferus
1144,2810,Mountain Plover,Pluvier montagnard,Charadrius montanus,Charadriiformes,Charadriidae,Charadrius,montanus
1147,2691,Eurasian Dotterel,Pluvier guignard,Charadrius morinellus,Charadriiformes,Charadriidae,Charadrius,morinellus
1153,2860,American Oystercatcher,Hu?trier d'Am?rique,Haematopus palliatus,Charadriiformes,Haematopodidae,Haematopus,palliatus
1156,2870,Black Oystercatcher,Hu?trier de Bachman,Haematopus bachmani,Charadriiformes,Haematopodidae,Haematopus,bachmani
1162,2260,Black-necked Stilt,?chasse d'Am?rique,Himantopus mexicanus,Charadriiformes,Recurvirostridae,Himantopus,mexicanus
1165,2250,American Avocet,Avocette d'Am?rique,Recurvirostra americana,Charadriiformes,Recurvirostridae,Recurvirostra,americana
1168,2880,Northern Jacana,Jacana du Mexique,Jacana spinosa,Charadriiformes,Jacanidae,Jacana,spinosa
1171,2632,Terek Sandpiper,Chevalier bargette,Xenus cinereus,Charadriiformes,Scolopacidae,Xenus,cinereus
1174,2631,Common Sandpiper,Chevalier guignette,Actitis hypoleucos,Charadriiformes,Scolopacidae,Actitis,hypoleucos
1177,2630,Spotted Sandpiper,Chevalier grivel?,Actitis macularius,Charadriiformes,Scolopacidae,Actitis,macularius
1183,2560,Solitary Sandpiper,Chevalier solitaire,Tringa solitaria,Charadriiformes,Scolopacidae,Tringa,solitaria
1186,2591,Gray-tailed Tattler,Chevalier de Sib?rie,Tringa brevipes,Charadriiformes,Scolopacidae,Tringa,brevipes
1189,2590,Wandering Tattler,Chevalier errant,Tringa incana,Charadriiformes,Scolopacidae,Tringa,incana
1192,2532,Spotted Redshank,Chevalier arlequin,Tringa erythropus,Charadriiformes,Scolopacidae,Tringa,erythropus
1195,2540,Greater Yellowlegs,Grand Chevalier,Tringa melanoleuca,Charadriiformes,Scolopacidae,Tringa,melanoleuca
1198,2530,Common Greenshank,Chevalier aboyeur,Tringa nebularia,Charadriiformes,Scolopacidae,Tringa,nebularia
1201,2580,Willet,Chevalier semipalm?,Tringa semipalmata,Charadriiformes,Scolopacidae,Tringa,semipalmata
1204,2550,Lesser Yellowlegs,Petit Chevalier,Tringa flavipes,Charadriiformes,Scolopacidae,Tringa,flavipes
1207,2555,unid. Greater Yellowlegs / Lesser Yellowlegs,unid Grand Chevalier / Petit Chevalier,Tringa melanoleuca / flavipes,Charadriiformes,Scolopacidae,Tringa,melanoleuca / flavipes
1213,2571,Wood Sandpiper,Chevalier sylvain,Tringa glareola,Charadriiformes,Scolopacidae,Tringa,glareola
1219,2610,Upland Sandpiper,Maub?che des champs,Bartramia longicauda,Charadriiformes,Scolopacidae,Bartramia,longicauda
1225,2660,Eskimo Curlew,Courlis esquimau,Numenius borealis,Charadriiformes,Scolopacidae,Numenius,borealis
1228,2650,Whimbrel,Courlis corlieu,Numenius phaeopus,Charadriiformes,Scolopacidae,Numenius,phaeopus
1231,2680,Bristle-thighed Curlew,Courlis d'Alaska,Numenius tahitiensis,Charadriiformes,Scolopacidae,Numenius,tahitiensis
1234,2641,Far Eastern Curlew,Courlis de Sib?rie,Numenius madagascariensis,Charadriiformes,Scolopacidae,Numenius,madagascariensis
1243,2640,Long-billed Curlew,Courlis ? long bec,Numenius americanus,Charadriiformes,Scolopacidae,Numenius,americanus
1246,2520,Black-tailed Godwit,Barge ? queue noire,Limosa limosa,Charadriiformes,Scolopacidae,Limosa,limosa
1249,2510,Hudsonian Godwit,Barge hudsonienne,Limosa haemastica,Charadriiformes,Scolopacidae,Limosa,haemastica
1252,2500,Bar-tailed Godwit,Barge rousse,Limosa lapponica,Charadriiformes,Scolopacidae,Limosa,lapponica
1255,2490,Marbled Godwit,Barge marbr?e,Limosa fedoa,Charadriiformes,Scolopacidae,Limosa,fedoa
1258,2830,Ruddy Turnstone,Tournepierre ? collier,Arenaria interpres,Charadriiformes,Scolopacidae,Arenaria,interpres
1261,2840,Black Turnstone,Tournepierre noir,Arenaria melanocephala,Charadriiformes,Scolopacidae,Arenaria,melanocephala
1264,2820,Surfbird,B?casseau du ressac,Aphriza virgata,Charadriiformes,Scolopacidae,Aphriza,virgata
1267,2341,Great Knot,B?casseau de l'Anadyr,Calidris tenuirostris,Charadriiformes,Scolopacidae,Calidris,tenuirostris
1270,2340,Red Knot,B?casseau maub?che,Calidris canutus,Charadriiformes,Scolopacidae,Calidris,canutus
1273,2480,Sanderling,B?casseau sanderling,Calidris alba,Charadriiformes,Scolopacidae,Calidris,alba
1276,2460,Semipalmated Sandpiper,B?casseau semipalm?,Calidris pusilla,Charadriiformes,Scolopacidae,Calidris,pusilla
1279,2470,Western Sandpiper,B?casseau d'Alaska,Calidris mauri,Charadriiformes,Scolopacidae,Calidris,mauri
1282,2422,Red-necked Stint,B?casseau ? col roux,Calidris ruficollis,Charadriiformes,Scolopacidae,Calidris,ruficollis
1285,2423,Little Stint,B?casseau minute,Calidris minuta,Charadriiformes,Scolopacidae,Calidris,minuta
1288,2411,Temminck's Stint,B?casseau de Temminck,Calidris temminckii,Charadriiformes,Scolopacidae,Calidris,temminckii
1291,2421,Long-toed Stint,B?casseau ? longs doigts,Calidris subminuta,Charadriiformes,Scolopacidae,Calidris,subminuta
1294,2420,Least Sandpiper,B?casseau minuscule,Calidris minutilla,Charadriiformes,Scolopacidae,Calidris,minutilla
1297,2400,White-rumped Sandpiper,B?casseau ? croupion blanc,Calidris fuscicollis,Charadriiformes,Scolopacidae,Calidris,fuscicollis
1300,2410,Baird's Sandpiper,B?casseau de Baird,Calidris bairdii,Charadriiformes,Scolopacidae,Calidris,bairdii
1303,2429,unid. small ''peep'' sandpiper,unid petit B?casseau sp.,Calidris sp.,Charadriiformes,Scolopacidae,Calidris,sp.
1306,2390,Pectoral Sandpiper,B?casseau ? poitrine cendr?e,Calidris melanotos,Charadriiformes,Scolopacidae,Calidris,melanotos
1309,2380,Sharp-tailed Sandpiper,B?casseau ? queue pointue,Calidris acuminata,Charadriiformes,Scolopacidae,Calidris,acuminata
1312,2350,Purple Sandpiper,B?casseau violet,Calidris maritima,Charadriiformes,Scolopacidae,Calidris,maritima
1315,2356,Rock Sandpiper,B?casseau des Al?outiennes,Calidris ptilocnemis,Charadriiformes,Scolopacidae,Calidris,ptilocnemis
1318,2430,Dunlin,B?casseau variable,Calidris alpina,Charadriiformes,Scolopacidae,Calidris,alpina
1321,2440,Curlew Sandpiper,B?casseau cocorli,Calidris ferruginea,Charadriiformes,Scolopacidae,Calidris,ferruginea
1324,2330,Stilt Sandpiper,B?casseau ? ?chasses,Calidris himantopus,Charadriiformes,Scolopacidae,Calidris,himantopus
1333,2620,Buff-breasted Sandpiper,B?casseau rouss?tre,Tryngites subruficollis,Charadriiformes,Scolopacidae,Tryngites,subruficollis
1336,2600,Ruff,Combattant vari?,Philomachus pugnax,Charadriiformes,Scolopacidae,Philomachus,pugnax
1339,2310,Short-billed Dowitcher,B?cassin roux,Limnodromus griseus,Charadriiformes,Scolopacidae,Limnodromus,griseus
1342,2320,Long-billed Dowitcher,B?cassin ? long bec,Limnodromus scolopaceus,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus
1345,2327,unid. Short-billed / Long-billed Dowitcher,unid B?cassin roux / B?cassin ? long bec,Limnodromus griseus / scolopaceus,Charadriiformes,Scolopacidae,Limnodromus,griseus / scolopaceus
1351,2300,Wilson's Snipe,B?cassine de Wilson,Gallinago delicata,Charadriiformes,Scolopacidae,Gallinago,delicata
1366,2280,American Woodcock,B?casse d'Am?rique,Scolopax minor,Charadriiformes,Scolopacidae,Scolopax,minor
1369,2240,Wilson's Phalarope,Phalarope de Wilson,Phalaropus tricolor,Charadriiformes,Scolopacidae,Phalaropus,tricolor
1372,2230,Red-necked Phalarope,Phalarope ? bec ?troit,Phalaropus lobatus,Charadriiformes,Scolopacidae,Phalaropus,lobatus
1375,2220,Red Phalarope,Phalarope ? bec large,Phalaropus fulicarius,Charadriiformes,Scolopacidae,Phalaropus,fulicarius
1384,400,Black-legged Kittiwake,Mouette tridactyle,Rissa tridactyla,Charadriiformes,Laridae,Rissa,tridactyla
1387,410,Red-legged Kittiwake,Mouette des brumes,Rissa brevirostris,Charadriiformes,Laridae,Rissa,brevirostris
1390,390,Ivory Gull,Mouette blanche,Pagophila eburnea,Charadriiformes,Laridae,Pagophila,eburnea
1393,620,Sabine's Gull,Mouette de Sabine,Xema sabini,Charadriiformes,Laridae,Xema,sabini
1396,600,Bonaparte's Gull,Mouette de Bonaparte,Chroicocephalus philadelphia,Charadriiformes,Laridae,Chroicocephalus,philadelphia
1399,551,Black-headed Gull,Mouette rieuse,Chroicocephalus ridibundus,Charadriiformes,Laridae,Chroicocephalus,ridibundus
1402,601,Little Gull,Mouette pygm?e,Hydrocoloeus minutus,Charadriiformes,Laridae,Hydrocoloeus,minutus
1405,610,Ross's Gull,Mouette ros?e,Rhodostethia rosea,Charadriiformes,Laridae,Rhodostethia,rosea
1408,10940,Gray Gull,Go?land gris,Leucophaeus modestus,Charadriiformes,Laridae,Leucophaeus,modestus
1411,580,Laughing Gull,Mouette atricille,Leucophaeus atricilla,Charadriiformes,Laridae,Leucophaeus,atricilla
1414,590,Franklin's Gull,Mouette de Franklin,Leucophaeus pipixcan,Charadriiformes,Laridae,Leucophaeus,pipixcan
1417,542,Belcher's Gull,Go?land sim?on,Larus belcheri,Charadriiformes,Laridae,Larus,belcheri
1420,541,Black-tailed Gull,Go?land ? queue noire,Larus crassirostris,Charadriiformes,Laridae,Larus,crassirostris
1423,570,Heermann's Gull,Go?land de Heermann,Larus heermanni,Charadriiformes,Laridae,Larus,heermanni
1426,550,Mew Gull,Go?land cendr?,Larus canus,Charadriiformes,Laridae,Larus,canus
1429,540,Ring-billed Gull,Go?land ? bec cercl?,Larus delawarensis,Charadriiformes,Laridae,Larus,delawarensis
1432,490,Western Gull,Go?land d'Audubon,Larus occidentalis,Charadriiformes,Laridae,Larus,occidentalis
1435,491,Yellow-footed Gull,Go?land de Cortez,Larus livens,Charadriiformes,Laridae,Larus,livens
1438,530,California Gull,Go?land de Californie,Larus californicus,Charadriiformes,Laridae,Larus,californicus
1441,510,Herring Gull,Go?land argent?,Larus argentatus,Charadriiformes,Laridae,Larus,argentatus
1447,431,Thayer's Gull,Go?land de Thayer,Larus thayeri,Charadriiformes,Laridae,Larus,thayeri
1450,430,Iceland Gull,Go?land arctique,Larus glaucoides,Charadriiformes,Laridae,Larus,glaucoides
1453,500,Lesser Black-backed Gull,Go?land brun,Larus fuscus,Charadriiformes,Laridae,Larus,fuscus
1456,480,Slaty-backed Gull,Go?land ? manteau ardois?,Larus schistisagus,Charadriiformes,Laridae,Larus,schistisagus
1459,440,Glaucous-winged Gull,Go?land ? ailes grises,Larus glaucescens,Charadriiformes,Laridae,Larus,glaucescens
1462,495,hybrid Western Gull x Glaucous-winged Gull,hybride Go?land ? ailes grises x d'Audubon,Larus  occidentalis x glaucescensX,Charadriiformes,Laridae,Larus,occidentalis x glaucescens
1465,420,Glaucous Gull,Go?land bourgmestre,Larus hyperboreus,Charadriiformes,Laridae,Larus,hyperboreus
1468,470,Great Black-backed Gull,Go?land marin,Larus marinus,Charadriiformes,Laridae,Larus,marinus
1471,51540,Kelp Gull,Go?land dominicain,Larus dominicanus,Charadriiformes,Laridae,Larus,dominicanus
1474,534,unid. Gull,unid Go?land sp.,"""Gull"" sp.",Charadriiformes,Laridae,"""Gull""",sp.
1477,790,Brown Noddy,Noddi brun,Anous stolidus,Charadriiformes,Laridae,Anous,stolidus
1480,791,Black Noddy,Noddi noir,Anous minutus,Charadriiformes,Laridae,Anous,minutus
1486,793,White Tern,Gygis blanche,Gygis alba,Charadriiformes,Laridae,Gygis,alba
1489,750,Sooty Tern,Sterne fuligineuse,Onychoprion fuscatus,Charadriiformes,Laridae,Onychoprion,fuscatus
1495,760,Bridled Tern,Sterne brid?e,Onychoprion anaethetus,Charadriiformes,Laridae,Onychoprion,anaethetus
1498,730,Aleutian Tern,Sterne des Al?outiennes,Onychoprion aleuticus,Charadriiformes,Laridae,Onychoprion,aleuticus
1504,740,Least Tern,Petite Sterne,Sternula antillarum,Charadriiformes,Laridae,Sternula,antillarum
1507,10960,Large-billed Tern,Sterne ? gros bec,Phaetusa simplex,Charadriiformes,Laridae,Phaetusa,simplex
1510,630,Gull-billed Tern,Sterne hansel,Gelochelidon nilotica,Charadriiformes,Laridae,Gelochelidon,nilotica
1513,640,Caspian Tern,Sterne caspienne,Hydroprogne caspia,Charadriiformes,Laridae,Hydroprogne,caspia
